SampleDateTime,Location_Ultrasonic_Flow,Location_Density,Location_Discharge_Pressure,Downstream_Valve_Suction_Pressure,Location_Discharge_Temperature,Downstream_Suction_Temperature,DRA1_Concentration,DRA1_Flow_Rate,IntervalStartDateTime
12/1/2018 3:30,2721.042037,905.5584212,3501.165873,2523.548619,27.6596954,25.38574603,0,0,12/1/2018 3:00
12/1/2018 3:45,2718.375884,905.4509273,3495.662584,2521.748607,27.61747691,25.39999962,0,0,12/1/2018 3:00
12/1/2018 4:00,2684.605968,905.3586088,3455.258669,2501.275721,27.5,25.39999962,0,0,12/1/2018 4:00
12/1/2018 4:15,2664.024444,905.3266211,3431.757819,2489.708165,27.5,25.39999962,0,0,12/1/2018 4:00
12/1/2018 4:30,2654.742222,905.353078,3421.431341,2484.365741,27.5,25.4094542,0,0,12/1/2018 4:00
12/1/2018 4:45,2660.699444,905.379535,3428.465405,2488.88363,27.50000835,25.43440534,0,0,12/1/2018 4:00
12/1/2018 5:00,3318.565,905.3355278,3730.582754,2384.933798,27.54119233,25.45958027,0,0,12/1/2018 5:00
12/1/2018 5:15,3929.382222,905.3301156,3937.744691,2218.341111,27.70837551,25.48475519,0,0,12/1/2018 5:00
12/1/2018 5:30,4116.131667,905.3551526,4046.992486,2202.545556,27.88004551,25.59891432,0,0,12/1/2018 5:00
12/1/2018 5:45,4154.519421,905.3801896,4140.816156,2271.590556,27.86487713,25.63476136,0,0,12/1/2018 5:00
12/1/2018 6:00,4221.341849,905.4068585,4209.478142,2291.846319,27.83984922,25.65978926,0,0,12/1/2018 6:00
12/1/2018 6:15,4230.262556,905.4384738,4147.893432,2228.625867,27.81482132,25.68481717,0,0,12/1/2018 6:00
12/1/2018 6:30,4230.86548,905.4704263,4147.720278,2230.945036,27.81444967,25.69985838,0,0,12/1/2018 6:00
12/1/2018 6:45,4211.559028,905.7153596,4118.485352,2218.952437,27.84933536,25.70000076,0,0,12/1/2018 6:00
12/1/2018 7:00,4179.616111,907.2930666,4069.764414,2194.952896,27.8900932,25.70000076,0,0,12/1/2018 7:00
12/1/2018 7:15,4151.565734,908.3073206,4028.219493,2170.552852,28.019952,25.70000076,0,0,12/1/2018 7:00
12/1/2018 7:30,4144.292044,907.9860131,4014.970112,2158.682168,28.05600983,25.70000076,0,0,12/1/2018 7:00
12/1/2018 7:45,4141.399444,907.6452281,3998.396521,2144.311081,28.11733806,25.70000076,0,0,12/1/2018 7:00
12/1/2018 8:00,4115.155,907.5720069,3961.176145,2122.365788,28.18067366,25.70000076,0,0,12/1/2018 8:00
12/1/2018 8:15,4124.196111,907.5469852,3977.100998,2130.896697,28.15564576,25.70000076,0,0,12/1/2018 8:00
12/1/2018 8:30,4133.807222,907.5219635,3996.735113,2139.900838,28.13061785,25.71137109,0,0,12/1/2018 8:00
12/1/2018 8:45,4147.502143,907.5017855,4018.135833,2149.415229,28.10747517,25.73997457,0,0,12/1/2018 8:00
12/1/2018 9:00,4149.10619,907.5,4019.404551,2146.427009,28.11932749,25.76875571,0,0,12/1/2018 9:00
12/1/2018 9:15,4166.221778,907.5,4045.196282,2156.417019,28.14435539,25.83623189,0,0,12/1/2018 9:00
12/1/2018 9:30,4198.883222,907.5,4089.656111,2173.944947,28.16938329,25.89999962,0,0,12/1/2018 9:00
12/1/2018 9:45,4232.25,907.5,4137.869609,2194.922521,28.19438898,25.89999962,0,0,12/1/2018 9:00
12/1/2018 10:00,4248.342222,907.5,4158.968169,2203.126851,28.21950103,25.89999962,0,0,12/1/2018 10:00
12/1/2018 10:15,4187.876806,907.5,4117.094444,2206.109683,28.24475317,25.90252855,0,0,12/1/2018 10:00
12/1/2018 10:30,4246.428009,907.5,4184.880372,2220.888932,28.27000531,25.92749552,0,0,12/1/2018 10:00
12/1/2018 10:45,4303.813519,907.5063311,4244.291479,2237.732111,28.32229753,25.95774774,0,0,12/1/2018 10:00
12/1/2018 11:00,4317.844444,907.5370853,4270.75037,2255.123234,28.35061084,25.99811626,0,0,12/1/2018 11:00
12/1/2018 11:15,3785.768333,907.5702631,3869.736667,2235.89493,28.24219144,26.10000038,0,0,12/1/2018 11:00
12/1/2018 11:30,3938.721667,907.7920829,3928.522222,2192.890556,28.2318102,26.10000038,0,0,12/1/2018 11:00
12/1/2018 11:45,3901.006111,909.1573479,3882.176825,2170.607718,28.2590495,26.10000038,0,0,12/1/2018 11:00
12/1/2018 12:00,3908.267222,910.6121389,3883.41373,2167.202282,28.28628879,26.10012276,0,0,12/1/2018 12:00
12/1/2018 12:15,4050.411667,911.1945672,4022.531111,2200.682222,28.41992912,26.11498932,0,0,12/1/2018 12:00
12/1/2018 12:30,4183.047222,911.3204068,4129.074737,2212.313889,28.46236045,26.14001722,0,0,12/1/2018 12:00
12/1/2018 12:45,4237.672778,911.3454438,4229.439366,2270.992832,28.55648782,26.16504512,0,0,12/1/2018 12:00
12/1/2018 13:00,4225.819444,911.3704808,4150.392564,2207.727618,28.60000038,26.18993941,0,0,12/1/2018 13:00
12/1/2018 13:15,4239.593333,911.392008,4169.85211,2223.256058,28.60000038,26.20000076,0,0,12/1/2018 13:00
12/1/2018 13:30,4270.531111,911.3635299,4212.440668,2248.80767,28.60000038,26.20000076,0,0,12/1/2018 13:00
12/1/2018 13:45,4300.225,911.3111651,4255.59601,2273.269529,28.60443891,26.20000076,0,0,12/1/2018 13:00
12/1/2018 14:00,4324.726111,911.2144136,4295.999554,2295.148495,28.62741984,26.20012313,0,0,12/1/2018 14:00
12/1/2018 14:15,4343.265,911.2394353,4322.047804,2309.371669,28.65244775,26.21498941,0,0,12/1/2018 14:00
12/1/2018 14:30,4351.848333,911.264457,4329.21052,2311.716033,28.67747565,26.24001684,0,0,12/1/2018 14:00
12/1/2018 14:45,4351.914444,911.2891355,4325.572937,2309.733986,28.6926906,26.26504426,0,0,12/1/2018 14:00
12/1/2018 15:00,4316.161815,911.246927,4322.405498,2334.335123,28.66721048,26.28993807,0,0,12/1/2018 15:00
12/1/2018 15:15,4324.340269,910.5227831,4332.296455,2340.220149,28.6372802,26.29999924,0,0,12/1/2018 15:00
12/1/2018 15:30,4318.457361,907.9723743,4318.62991,2336.221032,28.58371194,26.29999924,0,0,12/1/2018 15:00
12/1/2018 15:45,4159.057778,906.7435735,4241.144645,2386.472585,28.51877093,26.29999924,0,0,12/1/2018 15:00
12/1/2018 16:00,3792.658889,906.9633267,4071.484437,2464.673556,28.54379883,26.30012161,0,0,12/1/2018 16:00
12/1/2018 16:15,3814.178889,907.0999756,4104.009452,2485.369462,28.56882674,26.31498817,0,0,12/1/2018 16:00
12/1/2018 16:30,3805.255556,907.0999756,4089.241667,2474.368093,28.59304446,26.34001607,0,0,12/1/2018 16:00
12/1/2018 16:45,3851.513889,907.0999756,4153.669683,2510.07551,28.60000038,26.36504398,0,0,12/1/2018 16:00
12/1/2018 17:00,3847.848333,907.1031609,4147.537434,2504.522302,28.60000038,26.38993826,0,0,12/1/2018 17:00
12/1/2018 17:15,3825.668333,907.1855581,4116.642884,2488.426632,28.60000038,26.39999962,0,0,12/1/2018 17:00
12/1/2018 17:30,3787.139573,907.2753211,4064.033671,2463.451084,28.60000038,26.39999962,0,0,12/1/2018 17:00
12/1/2018 17:45,3771.417094,907.2385053,4044.207302,2454.072774,28.60000038,26.39999962,0,0,12/1/2018 17:00
12/1/2018 18:00,3771.893333,907.1577868,4048.298099,2456.844558,28.60000038,26.39999962,0,0,12/1/2018 18:00
12/1/2018 18:15,3776.992222,907.0762328,4055.183098,2459.749848,28.60000038,26.39999962,0,0,12/1/2018 18:00
12/1/2018 18:30,3781.232222,907.0512111,4060.705161,2462.628437,28.60000038,26.39999962,0,0,12/1/2018 18:00
12/1/2018 18:45,3788.412778,907.0261894,4074.05704,2467.821457,28.60000038,26.39999962,0,0,12/1/2018 18:00
12/1/2018 19:00,3795.228333,907.0091348,4081.690023,2472.114124,28.60000038,26.39999962,0,0,12/1/2018 19:00
12/1/2018 19:15,3851.904444,907.0508209,4017.957271,2365.866043,28.60000038,26.39999962,0,0,12/1/2018 19:00
12/1/2018 19:30,4057.778889,907.3434058,4134.603889,2334.395564,28.6007825,26.39999962,0,0,12/1/2018 19:00
12/1/2018 19:45,4075.334477,910.1850776,4067.465556,2253.182222,28.61877131,26.39999962,0,0,12/1/2018 19:00
12/1/2018 20:00,4123.441634,915.285494,4097.034444,2247.935,28.64379921,26.40012199,0,0,12/1/2018 20:00
12/1/2018 20:15,4221.925,919.3759957,4200.391111,2288.074444,28.66882712,26.41498855,0,0,12/1/2018 20:00
12/1/2018 20:30,4249.974861,920.7371804,4364.697639,2434.497778,28.69382695,26.44001646,0,0,12/1/2018 20:00
12/1/2018 20:45,4249.755694,920.9925062,4428.403858,2498.527678,28.71877133,26.46504436,0,0,12/1/2018 20:00
12/1/2018 21:00,4260.946667,921.0708608,4438.560293,2501.593711,28.74379876,26.48993864,0,0,12/1/2018 21:00
12/1/2018 21:15,4276.891825,921.0305481,4524.075432,2576.518124,28.76882619,26.5,0,0,12/1/2018 21:00
12/1/2018 21:30,4318.883276,920.8594898,4482.844058,2501.997744,28.7912313,26.5,0,0,12/1/2018 21:00
12/1/2018 21:45,4315.717121,920.3733483,4422.449275,2448.542744,28.75650763,26.5,0,0,12/1/2018 21:00
12/1/2018 22:00,4029.861667,917.3377662,4134.633889,2368.306499,28.65763313,26.5,0,0,12/1/2018 22:00
12/1/2018 22:15,3962.495556,917.1577397,4070.827778,2354.53809,28.62552884,26.5,0,0,12/1/2018 22:00
12/1/2018 22:30,3992.726111,919.6441878,4111.744634,2377.00368,28.65055675,26.5,0,0,12/1/2018 22:00
12/1/2018 22:45,4000.878889,920.3079273,4124.805691,2388.372932,28.67558465,26.5,0,0,12/1/2018 22:00
12/1/2018 23:00,4015.462778,920.403408,4145.699958,2405.056727,28.70199154,26.49987763,0,0,12/1/2018 23:00
12/1/2018 23:15,4025.008889,920.4820122,4157.388606,2413.454102,28.73637105,26.48501107,0,0,12/1/2018 23:00
12/1/2018 23:30,4021.989444,920.4569905,4149.238889,2406.96924,28.77202819,26.45998316,0,0,12/1/2018 23:00
12/1/2018 23:45,3028.665556,920.4319688,3218.465,2094.785952,28.71250624,26.43495526,0,0,12/1/2018 23:00
12/2/2018 0:00,2991.550556,920.4083462,3106.131832,2004.657343,28.5139022,26.41006098,0,0,12/2/2018 0:00
12/2/2018 0:15,3063.619444,920.4232837,3192.092613,2053.15024,28.54075195,26.39999962,0,0,12/2/2018 0:00
12/2/2018 0:30,3098.142937,920.4556383,3269.194603,2111.511713,28.56760169,26.39999962,0,0,12/2/2018 0:00
12/2/2018 0:45,3584.02373,920.5002495,3786.723175,2320.365148,28.6214187,26.39999962,0,0,12/2/2018 0:00
12/2/2018 1:00,3881.035,920.5843509,3958.282778,2317.908403,28.68025653,26.39999962,0,0,12/2/2018 1:00
12/2/2018 1:15,3878.977778,920.5593292,3867.790667,2231.935342,28.65522862,26.39999962,0,0,12/2/2018 1:00
12/2/2018 1:30,3874.043889,920.5343075,3858.988284,2227.616289,28.63020072,26.39999962,0,0,12/2/2018 1:00
12/2/2018 1:45,3880.083788,920.5091642,3862.35211,2227.152732,28.60624957,26.39999962,0,0,12/2/2018 1:00
12/2/2018 2:00,3874.874545,920.4734344,3853.356212,2221.163825,28.60000038,26.40012199,0,0,12/2/2018 2:00
12/2/2018 2:15,3862.948333,920.4308916,3834.563838,2209.513964,28.60000038,26.41498855,0,0,12/2/2018 2:00
12/2/2018 2:30,4055.642778,920.3132898,4015.271111,2258.056225,28.60000038,26.44001646,0,0,12/2/2018 2:00
12/2/2018 2:45,4018.162778,920.2543919,3830.222788,2099.308914,28.6010774,26.46504436,0,0,12/2/2018 2:00
12/2/2018 3:00,4080.415,920.2184582,3842.23499,2067.791343,28.6203618,26.48993864,0,0,12/2/2018 3:00
12/2/2018 3:15,4147.593333,917.7362775,3937.861463,2117.625637,28.64617205,26.5,0,0,12/2/2018 3:00
12/2/2018 3:30,4159.05,913.5827099,3957.893053,2126.867242,28.6719823,26.5,0,0,12/2/2018 3:00
12/2/2018 3:45,4157.502222,910.6349728,3956.34858,2123.838954,28.73906777,26.5,0,0,12/2/2018 3:00
12/2/2018 4:00,4169.747222,909.7453832,3968.706674,2130.227726,28.82277463,26.50012237,0,0,12/2/2018 4:00
12/2/2018 4:15,4196.613081,909.7000122,4027.927488,2168.72925,28.84780253,26.51498893,0,0,12/2/2018 4:00
12/2/2018 4:30,4217.289931,909.7000122,4112.126447,2235.896242,28.87283044,26.54001684,0,0,12/2/2018 4:00
12/2/2018 4:45,4230.761433,909.7000122,4175.811852,2287.459024,28.89570889,26.56504474,0,0,12/2/2018 4:00
12/2/2018 5:00,4290.132222,909.6916702,4264.792375,2330.828971,28.89999962,26.58993902,0,0,12/2/2018 5:00
12/2/2018 5:15,4285.976667,909.657829,4197.068458,2265.439318,28.89999962,26.60000038,0,0,12/2/2018 5:00
12/2/2018 5:30,4322.726111,909.6222147,4217.277817,2256.406934,28.89999962,26.60000038,0,0,12/2/2018 5:00
12/2/2018 5:45,4313.592222,909.5128838,4163.934629,2209.902595,28.90210321,26.60000038,0,0,12/2/2018 5:00
12/2/2018 6:00,4322.665069,909.5,4182.805609,2219.320626,28.92277501,26.60012276,0,0,12/2/2018 6:00
12/2/2018 6:15,4330.419931,909.5,4195.851212,2226.168679,28.94780292,26.61498932,0,0,12/2/2018 6:00
12/2/2018 6:30,4335.05,909.5,4205.882121,2231.238618,28.97283082,26.64001722,0,0,12/2/2018 6:00
12/2/2018 6:45,4337.069444,909.5731665,4209.176765,2233.824866,28.99781287,26.66504512,0,0,12/2/2018 6:00
12/2/2018 7:00,4338.926667,909.548657,4213.715297,2236.388863,29.02277539,26.69006178,0,0,12/2/2018 7:00
12/2/2018 7:15,4339.609444,909.488398,4217.392012,2238.140071,29.0478033,26.71498941,0,0,12/2/2018 7:00
12/2/2018 7:30,4346.92399,909.0539996,4233.756598,2246.402422,29.0728312,26.74001684,0,0,12/2/2018 7:00
12/2/2018 7:45,4344.498232,907.9531875,4230.024521,2244.914922,29.09570966,26.76504426,0,0,12/2/2018 7:00
12/2/2018 8:00,4338.667222,907.2628346,4228.020227,2245.232923,29.10000038,26.78993807,0,0,12/2/2018 8:00
12/2/2018 8:15,4342.911111,907.1558511,4239.407339,2249.526526,29.10000038,26.79999924,0,0,12/2/2018 8:00
12/2/2018 8:30,4342.164444,907.0983061,4241.536237,2249.752,29.10000038,26.79999924,0,0,12/2/2018 8:00
12/2/2018 8:45,4337.261111,907,4240.715694,2248,29.10210398,26.79999924,0,0,12/2/2018 8:00
12/2/2018 9:00,4336.001667,907,4241.019912,2248,29.12277577,26.80012161,0,0,12/2/2018 9:00
12/2/2018 9:15,4334.239938,907,4242.015487,2248,29.14780368,26.81498817,0,0,12/2/2018 9:00
12/2/2018 9:30,4335.330617,906.9996797,4243.390467,2248.033445,29.17283158,26.84001607,0,0,12/2/2018 9:00
12/2/2018 9:45,4334.783889,906.9834857,4245.892778,2248.433259,29.19781359,26.86504398,0,0,12/2/2018 9:00
12/2/2018 10:00,4333.910868,906.958464,4247.69056,2248.933815,29.22277572,26.89006064,0,0,12/2/2018 10:00
12/2/2018 10:15,4332.425799,906.9334423,4246.48157,2249.434372,29.24780315,26.91498855,0,0,12/2/2018 10:00
12/2/2018 10:30,4333.473333,906.9087589,4249.769906,2249.977497,29.27283057,26.94001646,0,0,12/2/2018 10:00
12/2/2018 10:45,4333.784444,906.9000244,4251.634881,2250.995315,29.29570859,26.96504436,0,0,12/2/2018 10:00
12/2/2018 11:00,4332.486667,906.9000244,4252.408955,2252.14523,29.29999924,26.98981627,0,0,12/2/2018 11:00
12/2/2018 11:15,4334.231111,906.9000244,4258.324057,2253.44861,29.29999924,26.98501107,0,0,12/2/2018 11:00
12/2/2018 11:30,4332.902222,906.9025336,4256.631683,2252.797009,29.29999924,26.95998316,0,0,12/2/2018 11:00
12/2/2018 11:45,4327.181667,907.1415345,4252.262832,2251.714226,29.28588658,26.93495526,0,0,12/2/2018 11:00
12/2/2018 12:00,3630.331667,907.8362547,3306.153889,1789.607222,29.06541184,26.9099386,0,0,12/2/2018 12:00
12/2/2018 12:15,3275.82,909.5629195,3035.528333,1747.818333,28.95195883,26.88501068,0,0,12/2/2018 12:00
12/2/2018 12:30,3052.915,912.5773415,2748.218333,1599.246596,28.93536227,26.85998278,0,0,12/2/2018 12:00
12/2/2018 12:45,3103.024517,915.7155778,2803.755003,1628.113263,28.96614214,26.83495488,0,0,12/2/2018 12:00
12/2/2018 13:00,3720.048261,918.3756734,3610.614442,2035.497918,29.03625109,26.81018297,0,0,12/2/2018 13:00
12/2/2018 13:15,4269.044306,920.2713312,4246.058333,2302.020556,29.12241426,26.81498817,0,0,12/2/2018 13:00
12/2/2018 13:30,4160.192361,920.3305329,3998.980444,2140.459764,29.14744216,26.84001607,0,0,12/2/2018 13:00
12/2/2018 13:45,4201.948333,920.3555699,4065.974,2179.163674,29.17247007,26.86504398,0,0,12/2/2018 13:00
12/2/2018 14:00,4249.071667,920.3806068,4136.539881,2218.44435,29.19549574,26.89006064,0,0,12/2/2018 14:00
12/2/2018 14:15,4282.772778,920.3925843,4182.560119,2243.914757,29.20000076,26.91498855,0,0,12/2/2018 14:00
12/2/2018 14:30,4297.642778,920.3694793,4202.825052,2256.012827,29.20000076,26.94001646,0,0,12/2/2018 14:00
12/2/2018 14:45,4302.598333,920.3444423,4208.68922,2260.453883,29.20000076,26.96504436,0,0,12/2/2018 14:00
12/2/2018 15:00,4305.590486,920.3194054,4209.561839,2262.80804,29.20195871,26.98993864,0,0,12/2/2018 15:00
12/2/2018 15:15,4308.500069,920.3009383,4209.34219,2264.686212,29.22241421,27,0,0,12/2/2018 15:00
12/2/2018 15:30,4311.359375,920.2999878,4209.595154,2265.399366,29.24744164,27,0,0,12/2/2018 15:00
12/2/2018 15:45,4316.51044,920.2999878,4212.825434,2266.864801,29.27246907,27,0,0,12/2/2018 15:00
12/2/2018 16:00,4322.44963,920.2999878,4216.103048,2263.971307,29.2954943,27.00012237,0,0,12/2/2018 16:00
12/2/2018 16:15,4325.237222,920.2999878,4215.784729,2260.403082,29.29999924,27.01498893,0,0,12/2/2018 16:00
12/2/2018 16:30,4324.535,920.2999878,4209.39184,2256.672944,29.29999924,27.04001684,0,0,12/2/2018 16:00
12/2/2018 16:45,4327.146111,920.2999878,4210.083668,2256.715575,29.29999924,27.06504474,0,0,12/2/2018 16:00
12/2/2018 17:00,4329.108889,920.2999878,4208.388121,2254.143258,29.29999924,27.08993902,0,0,12/2/2018 17:00
12/2/2018 17:15,4331.83,920.2935022,4205.87729,2251.666815,29.29999924,27.10000038,0,0,12/2/2018 17:00
12/2/2018 17:30,4334.516111,920.2694613,4204.989394,2249.446203,29.29999924,27.10000038,0,0,12/2/2018 17:00
12/2/2018 17:45,4336.895556,920.2444396,4204.285859,2247.611878,29.29999924,27.10000038,0,0,12/2/2018 17:00
12/2/2018 18:00,4339.821667,920.2194179,4201.434959,2245.408687,29.29999924,27.10012276,0,0,12/2/2018 18:00
12/2/2018 18:15,4341.33,920.1935183,4201.53998,2242.072404,29.29999924,27.11498932,0,0,12/2/2018 18:00
12/2/2018 18:30,4342.534444,920.1649755,4200.33416,2240.842896,29.29999924,27.14001722,0,0,12/2/2018 18:00
12/2/2018 18:45,4342.929444,920.1362568,4196.133512,2238.898914,29.29999924,27.16504512,0,0,12/2/2018 18:00
12/2/2018 19:00,4341.932222,919.9250372,4194.008737,2237.829675,29.30195722,27.18993941,0,0,12/2/2018 19:00
12/2/2018 19:15,4340.872323,916.2752155,4193.063904,2236.511973,29.32241312,27.20000076,0,0,12/2/2018 19:00
12/2/2018 19:30,4340.385216,912.4575795,4195.030192,2237.605776,29.34744102,27.20000076,0,0,12/2/2018 19:00
12/2/2018 19:45,4345.602016,910.0701683,4203.286305,2241.679596,29.37246892,27.20000076,0,0,12/2/2018 19:00
12/2/2018 20:00,4350.410444,909.534653,4208.647554,2242.116604,29.3954946,27.20000076,0,0,12/2/2018 20:00
12/2/2018 20:15,4351.247222,909.4703632,4206.717008,2241.013244,29.39999962,27.20000076,0,0,12/2/2018 20:00
12/2/2018 20:30,4351.771667,909.4453415,4206.352417,2241.864274,29.39999962,27.20000076,0,0,12/2/2018 20:00
12/2/2018 20:45,4350.998333,909.4203198,4208.06406,2239.42567,29.39999962,27.20000076,0,0,12/2/2018 20:00
12/2/2018 21:00,4351.212778,909.4012353,4209.000031,2238.003893,29.4019576,27.20012313,0,0,12/2/2018 21:00
12/2/2018 21:15,4351.76,909.4000244,4210.629897,2237.253059,29.4224135,27.21498941,0,0,12/2/2018 21:00
12/2/2018 21:30,4351.061111,909.4000244,4210.871757,2236.502225,29.4474414,27.24001684,0,0,12/2/2018 21:00
12/2/2018 21:45,4349.219444,909.4000244,4207.348798,2235.416275,29.47246931,27.26504426,0,0,12/2/2018 21:00
12/2/2018 22:00,4346.510556,909.39416,4204.233608,2233.593853,29.49745296,27.28993807,0,0,12/2/2018 22:00
12/2/2018 22:15,4341.639954,909.3703695,4198.25501,2230.255445,29.52241388,27.29999924,0,0,12/2/2018 22:00
12/2/2018 22:30,4338.439491,909.3453325,4195.781897,2229.611149,29.54744178,27.29999924,0,0,12/2/2018 22:00
12/2/2018 22:45,4338.746667,909.3202956,4196.486708,2231.947824,29.57246969,27.29999924,0,0,12/2/2018 22:00
12/2/2018 23:00,4337.502222,909.3169843,4197.295,2233.204971,29.59549536,27.29999924,0,0,12/2/2018 23:00
12/2/2018 23:15,4338.455,909.4043461,4199.555112,2234.177594,29.60000038,27.29999924,0,0,12/2/2018 23:00
12/2/2018 23:30,4342.285556,910.1470166,4204.749974,2235.459407,29.60000038,27.29999924,0,0,12/2/2018 23:00
12/2/2018 23:45,4341.422222,911.7409641,4206.177869,2235.267705,29.60000038,27.29999924,0,0,12/2/2018 23:00
12/3/2018 0:00,4340.913889,912.6910713,4204.198712,2234.630312,29.60195837,27.29999924,0,0,12/3/2018 0:00
12/3/2018 0:15,4336.920556,912.9000244,4201.827778,2233.694342,29.62241426,27.29999924,0,0,12/3/2018 0:00
12/3/2018 0:30,4334.341444,912.9000244,4201.075,2236.225607,29.64744216,27.29999924,0,0,12/3/2018 0:00
12/3/2018 0:45,4333.095222,912.9000244,4200.332526,2235.086207,29.67247007,27.29999924,0,0,12/3/2018 0:00
12/3/2018 1:00,4328.509603,912.9000244,4195.843158,2232.546008,29.69549574,27.30012161,0,0,12/3/2018 1:00
12/3/2018 1:15,4324.079841,912.9000244,4191.282733,2228.864652,29.70000076,27.31498817,0,0,12/3/2018 1:00
12/3/2018 1:30,4320.878333,912.9000244,4187.149308,2226.685584,29.70000076,27.34001607,0,0,12/3/2018 1:00
12/3/2018 1:45,4316.204028,912.9000244,4181.66,2225.921849,29.70000076,27.36504398,0,0,12/3/2018 1:00
12/3/2018 2:00,4314.113194,912.8996048,4182.587534,2227.026596,29.70195871,27.38993826,0,0,12/3/2018 2:00
12/3/2018 2:15,4318.774444,912.880344,4192.483987,2229.674462,29.72241421,27.39999962,0,0,12/3/2018 2:00
12/3/2018 2:30,4324.811111,912.8509215,4202.912954,2234.903713,29.74744164,27.39999962,0,0,12/3/2018 2:00
12/3/2018 2:45,4331.621667,912.8214989,4214.635931,2240.928948,29.77246907,27.39999962,0,0,12/3/2018 2:00
12/3/2018 3:00,4335.927222,912.492197,4222.361278,2243.173086,29.79745229,27.40012199,0,0,12/3/2018 3:00
12/3/2018 3:15,4340.673333,911.3760908,4228.683309,2244.616335,29.82241312,27.41498855,0,0,12/3/2018 3:00
12/3/2018 3:30,4344.472778,911.6055546,4236.561725,2248.722131,29.84744102,27.44001646,0,0,12/3/2018 3:00
12/3/2018 3:45,4351.186667,912.6596857,4245.225,2252.59955,29.87246892,27.46504436,0,0,12/3/2018 3:00
12/3/2018 4:00,4353.508333,913.1815479,4250.337458,2255.044589,29.8954946,27.48993864,0,0,12/3/2018 4:00
12/3/2018 4:15,4354.590556,913.3198505,4253.714209,2256.451186,29.89999962,27.5,0,0,12/3/2018 4:00
12/3/2018 4:30,4357.161296,913.3448874,4259.624489,2258.88314,29.89999962,27.5,0,0,12/3/2018 4:00
12/3/2018 4:45,4358.65537,913.3699244,4264.723339,2260.374853,29.89999962,27.5,0,0,12/3/2018 4:00
12/3/2018 5:00,4360.003333,913.3938513,4269.381413,2261.200522,29.9019576,27.50012237,0,0,12/3/2018 5:00
12/3/2018 5:15,4359.833889,913.4000244,4272.02093,2261.264783,29.9224135,27.51498893,0,0,12/3/2018 5:00
12/3/2018 5:30,4359.182222,913.4000244,4271.736117,2260.673456,29.9474414,27.54001684,0,0,12/3/2018 5:00
12/3/2018 5:45,4352.83,913.4000244,4266.110325,2259.363266,29.97246931,27.56504474,0,0,12/3/2018 5:00
12/3/2018 6:00,4346.691667,913.3981658,4260.506413,2257.448424,29.99549498,27.58993902,0,0,12/3/2018 6:00
12/3/2018 6:15,4339.981296,913.3657508,4253.744297,2253.883093,30,27.60000038,0,0,12/3/2018 6:00
12/3/2018 6:30,4330.662037,913.3225488,4243.250169,2248.622894,30,27.60000038,0,0,12/3/2018 6:00
12/3/2018 6:45,4324.211111,913.0244799,4235.101952,2244.20342,30,27.60000038,0,0,12/3/2018 6:00
12/3/2018 7:00,4316.91,912.7839183,4225.824444,2239.293765,29.99649182,27.59987801,0,0,12/3/2018 7:00
12/3/2018 7:15,4310.468333,912.7588966,4217.115119,2235.313804,29.9598404,27.58501145,0,0,12/3/2018 7:00
12/3/2018 7:30,3997.841667,912.7338749,3858.050992,2097.415353,29.89843108,27.55998354,0,0,12/3/2018 7:00
12/3/2018 7:45,3041.383333,912.709915,2870.805556,1727.8,29.75344822,27.53495564,0,0,12/3/2018 7:00
